,state,name,FIPS,pop2010,age_under_5,age_under_18,age_over_65,female,white,two_plus_races,hispanic,white_not_hispanic,no_move_in_one_plus_year,foreign_born,foreign_spoken_at_home,hs_grad,bachelors,veterans,mean_work_travel,housing_units,home_ownership,housing_multi_unit,median_val_owner_occupied,households,persons_per_household,per_capita_income,median_household_income,poverty,private_nonfarm_establishments,private_nonfarm_employment,building_permits,area,density,total_person
423,Georgia,Cook County,13075,17212,7.6,27.2,13.5,51.4,67.0,1.4,5.9,64.9,82.0,3.4,6.8,72.2,10.4,1292,23.0,7287,72.7,4.9,80000.0,6417,2.59,16528,31390,23.3,332,3245,22,227.16,75.8,16620.03
424,Georgia,Coweta County,13077,127317,7.3,27.4,10.4,51.1,75.9,2.1,6.7,72.7,84.7,5.4,7.5,87.2,25.7,10921,30.8,50171,75.8,11.8,177900.0,44137,2.74,26161,61550,10.2,2082,28281,416,440.89,288.8,120935.38
425,Georgia,Crawford County,13079,12630,5.8,22.7,13.2,49.5,74.6,1.3,2.4,73.5,91.7,1.8,3.5,78.7,13.6,1064,29.1,5292,80.9,2.5,92400.0,4671,2.74,20692,37062,20.5,107,507,15,324.89,38.9,12798.54
426,Georgia,Crisp County,13081,23439,7.2,26.1,14.0,52.1,53.3,1.0,3.2,52.1,79.7,1.2,3.6,73.4,11.7,1641,19.1,10734,58.5,18.5,93900.0,8835,2.58,17187,29960,29.1,529,6659,75,272.58,86.0,22794.3
427,Georgia,Dade County,13083,16633,5.5,21.6,14.4,50.7,96.0,1.3,1.8,95.0,87.1,2.0,2.6,79.1,16.8,1393,27.4,7305,79.8,6.0,123400.0,6262,2.49,20168,39760,15.5,211,2154,1,173.98,95.6,15592.380000000001
428,Georgia,Dawson County,13085,22330,5.7,22.8,14.0,50.0,95.6,1.4,4.1,93.4,84.7,3.2,4.2,84.6,18.8,1985,31.9,10425,78.9,4.3,201400.0,8163,2.66,25557,51128,12.0,614,5645,35,210.83,105.9,21713.58
429,Georgia,Decatur County,13087,27842,6.7,25.4,13.9,51.1,54.2,1.2,5.0,52.5,87.4,2.3,2.8,75.6,12.5,1637,21.4,12125,65.9,11.1,98900.0,10532,2.55,17833,33297,24.0,618,7837,89,597.14,46.6,26856.6
430,Georgia,DeKalb County,13089,691893,7.3,23.9,9.0,52.1,33.3,2.4,9.8,29.4,78.9,16.3,18.1,87.9,38.7,40569,30.7,304968,58.6,36.6,190000.0,264837,2.53,28412,51349,16.1,16116,259528,432,267.58,2585.7,670037.61
431,Georgia,Dodge County,13091,21796,6.2,23.3,13.8,47.5,66.8,1.0,3.4,65.5,92.9,1.4,3.2,76.9,13.8,1710,25.2,9857,71.1,8.6,75500.0,7821,2.43,16288,33580,20.0,347,3987,12,495.89,44.0,19005.030000000002
432,Georgia,Dooly County,13093,14918,5.7,21.2,13.8,46.0,45.6,0.9,5.8,43.3,87.1,2.8,4.2,69.7,9.6,1182,19.0,6328,66.9,8.5,66000.0,4856,2.41,14871,31038,27.1,173,2320,0,391.94,38.1,11702.960000000001
433,Georgia,Dougherty County,13095,94565,7.6,25.7,12.1,53.5,29.6,1.2,2.2,28.9,75.9,2.2,3.6,80.7,19.6,7477,18.0,40801,48.5,31.5,100300.0,36072,2.49,19210,32435,28.9,2487,40012,54,328.69,287.7,89819.28000000001
434,Georgia,Douglas County,13097,132403,7.4,28.3,8.5,51.8,52.5,2.4,8.4,49.0,79.5,8.4,10.3,86.4,23.7,10457,32.9,51672,71.5,16.1,157300.0,44747,2.84,24515,55852,11.3,2504,33992,72,200.07,661.8,127081.48
435,Georgia,Early County,13099,11008,6.5,26.4,16.3,52.8,48.4,0.8,1.6,47.7,91.4,0.4,0.9,77.1,13.5,856,19.4,4975,66.3,6.0,75000.0,4077,2.72,16330,26928,28.9,236,2929,12,512.59,21.5,11089.44
436,Georgia,Echols County,13101,4034,8.9,29.3,9.9,49.4,74.9,2.8,29.3,63.3,85.4,17.7,23.6,67.8,6.1,245,28.7,1558,70.8,3.8,73800.0,1297,3.06,14201,32390,32.1,17,0,3,414.89,9.7,3968.82
437,Georgia,Effingham County,13103,52250,7.0,28.5,9.1,50.2,82.6,1.9,2.9,81.0,83.3,2.0,3.4,84.3,15.5,4629,29.1,19884,74.5,6.8,153500.0,17480,2.87,23465,56903,10.3,706,7112,121,477.7,109.4,50167.6
438,Georgia,Elbert County,13105,20166,6.5,23.3,16.8,52.1,65.9,1.0,4.8,64.2,90.3,3.0,4.7,73.0,9.6,1468,20.0,9583,71.1,8.0,81400.0,7733,2.62,17100,30543,23.0,477,5225,18,351.06,57.4,20260.46
439,Georgia,Emanuel County,13107,22598,7.3,25.4,14.0,51.2,61.6,0.9,4.1,60.8,86.9,3.5,5.4,72.4,9.7,1452,22.9,9968,67.1,7.5,77800.0,8265,2.6,16076,30205,24.2,415,5360,5,680.6,33.2,21489.0
440,Georgia,Evans County,13109,11000,7.7,25.8,13.7,51.0,58.8,1.1,13.1,56.6,84.0,7.4,12.6,73.3,13.4,732,23.1,4664,69.6,4.5,91500.0,4022,2.6,19072,40796,21.2,229,3771,14,182.85,60.2,10457.2
441,Georgia,Fannin County,13111,23682,4.8,19.1,21.9,51.2,97.1,1.2,1.8,96.1,89.0,1.8,4.0,77.9,16.2,2540,26.7,16207,80.7,4.9,172400.0,10524,2.21,21103,34145,16.2,557,4444,106,386.72,61.2,23258.04
442,Georgia,Fayette County,13113,106567,4.6,26.4,12.7,51.7,71.1,2.2,6.3,67.8,87.4,8.8,10.8,93.6,41.5,12342,29.7,40793,84.5,8.5,252700.0,37683,2.78,35076,82216,4.7,3155,37355,82,194.34,548.3,104758.73999999999
443,Georgia,Floyd County,13115,96317,6.8,24.3,14.2,51.6,76.9,1.9,9.3,73.7,83.4,6.7,9.2,75.9,17.9,7568,22.3,40551,67.1,16.4,118300.0,34977,2.63,20640,41066,18.7,1964,34138,55,509.91,188.9,91989.51
444,Georgia,Forsyth County,13117,175511,7.7,30.4,8.9,50.3,85.4,1.6,9.4,80.3,88.6,12.8,16.5,90.6,43.6,9650,29.9,64052,86.8,3.8,276700.0,55380,2.95,35385,87605,6.0,5041,57948,1125,224.02,783.5,163371.0
445,Georgia,Franklin County,13119,22084,5.8,22.4,16.9,50.6,87.3,1.7,3.9,85.6,89.2,2.5,4.0,74.3,13.6,1393,22.3,10553,71.9,7.8,124300.0,8691,2.5,19276,36739,17.8,453,5751,1,261.5,84.5,21727.5
446,Georgia,Fulton County,13121,920581,6.8,23.9,9.1,51.3,44.5,2.2,7.9,40.8,78.4,13.0,15.9,89.6,47.6,48118,27.1,437105,56.0,44.1,253100.0,357463,2.39,37211,56709,15.3,33026,714815,1101,526.64,1748.0,854336.5700000001
447,Georgia,Gilmer County,13123,28292,5.9,22.0,17.7,50.0,92.3,1.3,9.5,88.6,82.1,5.6,7.8,75.4,13.4,2496,28.1,16564,70.8,5.5,137600.0,11741,2.37,20439,36741,18.1,574,6587,91,426.54,66.3,27826.170000000002
448,Georgia,Glascock County,13125,3082,6.5,26.4,15.1,51.8,89.8,1.1,1.1,89.2,87.2,0.7,0.6,72.5,10.5,331,32.4,1519,71.9,3.8,69500.0,1188,2.48,16844,37149,16.6,27,205,0,143.74,21.4,2946.24
449,Georgia,Glynn County,13127,79626,6.7,24.2,15.0,52.5,67.6,1.8,6.4,64.8,81.9,5.2,8.0,86.1,26.4,8409,19.1,40716,64.5,20.1,180900.0,30617,2.51,28040,50337,15.2,2551,31508,307,419.75,189.7,76848.67
450,Georgia,Gordon County,13129,55186,7.4,27.0,11.6,50.6,85.2,2.0,14.0,79.9,85.4,8.9,13.5,73.3,12.7,3336,23.7,22278,69.1,13.9,123200.0,19229,2.77,18285,40916,17.1,1023,16016,33,355.81,155.1,53264.33
451,Georgia,Grady County,13131,25011,7.6,25.7,14.1,51.6,62.8,1.6,10.0,59.5,88.8,6.1,8.3,74.1,10.1,1670,27.4,10760,64.6,4.8,90800.0,9477,2.61,17785,32247,25.9,427,4017,20,454.53,55.0,24734.969999999998
452,Georgia,Greene County,13133,15994,5.6,20.6,21.0,51.2,56.6,1.1,5.6,54.8,88.9,2.8,3.5,75.3,18.9,1302,25.5,8688,75.2,7.0,124300.0,6064,2.59,24943,38513,23.6,393,4696,124,387.44,41.3,15705.759999999998
453,Georgia,Gwinnett County,13135,805321,7.7,29.1,6.8,50.7,53.3,3.1,20.1,44.0,82.9,25.5,32.2,87.3,34.9,42310,32.5,291547,72.1,20.5,194200.0,260375,2.97,26901,63219,11.0,21349,293265,1239,430.38,1871.2,773313.75
454,Georgia,Habersham County,13137,43041,6.7,23.9,15.3,52.8,85.7,1.8,12.4,80.4,88.4,8.5,11.8,75.0,18.7,3078,22.3,18146,74.1,7.7,144600.0,15046,2.52,19286,40192,19.6,829,11341,35,276.74,155.5,37915.92
455,Georgia,Hall County,13139,179684,7.9,27.9,11.1,50.1,74.1,2.2,26.1,63.6,84.9,16.2,25.0,76.5,21.0,10877,25.9,68825,69.0,14.1,175200.0,60173,2.83,23675,50876,14.8,4007,59965,184,392.78,457.5,170289.59
456,Georgia,Hancock County,13141,9429,4.6,18.2,15.6,45.2,24.4,0.6,1.5,23.5,90.3,2.8,1.8,66.1,10.3,575,26.5,5360,75.5,4.5,73800.0,2907,2.73,10925,22283,26.8,69,703,12,471.84,20.0,7936.11
457,Georgia,Haralson County,13143,28780,6.4,25.1,14.0,51.1,92.8,1.4,1.1,92.1,83.5,1.0,1.9,69.6,11.0,1970,27.6,12287,73.5,8.2,109000.0,10579,2.63,19033,38996,20.4,456,5375,17,282.17,102.0,27822.77
458,Georgia,Harris County,13145,32024,5.5,23.8,13.2,50.1,79.3,1.5,2.7,77.6,88.4,2.5,4.3,88.5,27.4,3468,26.7,13397,88.5,3.0,196000.0,11056,2.72,31073,67018,9.0,407,3324,88,463.87,69.0,30072.320000000003
459,Georgia,Hart County,13147,25213,6.1,22.3,18.0,50.6,77.4,1.3,3.1,76.2,87.8,2.0,3.4,75.3,15.2,1988,22.6,13007,76.5,4.2,129900.0,9492,2.56,19124,36109,22.4,404,4646,29,232.39,108.5,24299.52
460,Georgia,Heard County,13149,11834,6.3,25.8,13.2,50.3,86.9,1.7,1.9,86.1,84.5,0.9,2.5,71.8,7.3,940,36.2,5148,73.7,5.0,95300.0,4287,2.72,18077,42685,19.8,122,1147,11,296.03,40.0,11660.640000000001
461,Georgia,Henry County,13151,203922,6.8,29.3,8.4,52.0,55.0,2.4,5.8,52.5,82.3,7.5,10.0,89.2,24.4,17026,33.0,76533,80.2,10.8,171500.0,66327,2.91,25773,63923,8.3,3347,40160,260,322.13,633.0,193011.57
462,Georgia,Houston County,13153,139900,7.3,26.8,10.4,51.3,63.3,2.8,6.1,60.5,79.3,5.0,7.6,87.3,24.4,18255,20.6,58325,67.8,17.7,132500.0,50199,2.65,25206,55098,12.8,2304,33434,646,375.54,372.5,133027.35
463,Georgia,Irwin County,13155,9538,6.3,24.3,15.6,49.6,71.4,0.9,2.4,70.4,83.9,2.0,6.5,70.3,9.2,793,22.9,4033,78.8,3.5,77500.0,3339,2.51,16561,38376,25.4,130,1568,19,354.34,26.9,8380.89
464,Georgia,Jackson County,13157,60485,7.1,26.5,11.9,50.4,86.8,1.8,6.2,83.8,85.1,4.5,7.5,78.9,17.7,3414,26.8,23752,75.2,5.7,166000.0,20917,2.73,22473,51506,15.1,1166,14955,82,339.66,178.1,57103.409999999996
465,Georgia,Jasper County,13159,13900,6.8,25.0,12.7,50.2,73.9,1.7,3.7,72.6,86.1,3.1,4.2,78.3,13.3,903,35.9,6153,70.5,2.9,121800.0,4998,2.73,20263,42081,19.1,172,1611,36,368.17,37.8,13644.539999999999
466,Georgia,Jeff Davis County,13161,15068,7.9,27.6,12.4,50.5,76.1,1.2,10.5,73.4,83.2,4.6,9.0,75.2,11.5,847,22.4,6488,71.0,8.2,74000.0,5567,2.58,15730,32928,24.0,261,3444,0,330.74,45.6,14362.86
467,Georgia,Jefferson County,13163,16930,6.9,25.2,14.8,51.7,42.6,0.9,3.1,41.4,87.2,1.6,2.7,72.6,8.7,1248,21.9,7298,70.9,10.5,74500.0,6281,2.64,15165,29268,26.9,330,4031,19,526.49,32.2,16581.84
468,Georgia,Jenkins County,13165,8340,7.4,26.8,15.1,52.5,54.9,1.2,4.0,54.1,92.5,4.4,6.1,70.6,12.8,453,25.0,4221,75.8,2.1,69700.0,3125,2.67,17629,27686,19.1,118,992,8,347.28,24.0,8343.75
469,Georgia,Johnson County,13167,9980,5.5,20.9,13.9,44.0,63.1,0.8,1.9,62.3,82.5,1.1,2.9,65.5,8.9,850,29.0,4120,69.9,8.9,64000.0,3334,2.52,15659,27607,27.7,121,1187,0,303.01,32.9,8401.68
470,Georgia,Jones County,13169,28669,6.6,26.1,12.5,51.6,73.2,1.1,1.1,72.7,87.3,2.4,2.9,85.4,17.2,2041,24.4,11688,80.8,3.1,135200.0,10238,2.67,21598,50717,13.1,327,2567,25,393.93,72.8,27335.46
471,Georgia,Lamar County,13171,18317,5.9,21.1,13.6,51.7,66.0,1.7,1.9,65.2,81.4,1.4,2.1,76.2,9.7,1514,25.3,7474,66.6,11.1,114100.0,6377,2.69,17725,37536,20.4,245,2633,80,183.5,99.8,17154.13
472,Georgia,Lanier County,13173,10078,8.9,27.5,11.0,49.6,70.6,2.3,4.6,68.5,86.5,3.4,4.0,76.8,9.4,613,23.2,4249,62.6,5.8,81300.0,3308,2.76,16894,37522,20.4,111,885,68,185.26,54.4,9130.08
473,Georgia,Laurens County,13175,48434,7.1,25.8,14.2,52.4,60.6,1.2,2.4,59.7,88.6,2.1,3.7,79.6,15.9,3841,21.4,21368,67.6,11.8,88800.0,17669,2.64,19387,38280,21.0,1064,15326,60,807.3,60.0,46646.16
474,Georgia,Lee County,13177,28298,6.6,28.0,8.3,50.2,76.9,1.4,2.0,75.8,87.3,2.4,5.5,83.4,19.2,2228,20.1,10276,77.7,9.6,145300.0,9555,2.81,23867,59811,8.2,385,3568,111,355.78,79.5,26849.55
475,Georgia,Liberty County,13179,63453,10.3,30.2,6.3,51.2,47.1,4.7,9.7,42.7,70.4,6.6,11.1,88.7,16.3,10139,21.2,26731,50.8,23.2,120300.0,22626,2.76,18662,42674,17.8,829,13049,111,489.8,129.5,62447.759999999995
476,Georgia,Lincoln County,13181,7996,5.3,20.6,17.5,51.3,65.7,0.9,1.2,65.0,89.3,0.7,2.4,77.4,9.7,857,35.1,4786,78.9,2.2,98100.0,3435,2.32,19627,36399,26.3,155,976,16,210.38,38.0,7969.2
477,Georgia,Long County,13183,14464,9.4,30.6,7.3,50.5,62.4,3.4,12.3,58.7,76.6,4.2,7.9,78.7,9.1,1492,26.4,6039,63.1,2.3,75700.0,4553,2.83,15068,41186,15.8,69,385,0,400.29,36.1,12884.99
478,Georgia,Lowndes County,13185,109233,7.6,24.7,9.8,51.2,58.1,2.1,4.8,56.1,77.5,4.1,6.6,82.9,22.3,9002,17.0,43921,59.1,19.1,128800.0,38358,2.62,20041,39096,21.6,2734,38938,757,496.07,220.2,100497.96
479,Georgia,Lumpkin County,13187,29966,5.9,20.8,12.7,50.3,94.4,1.8,4.5,91.8,82.9,3.8,5.7,80.9,19.5,2453,30.5,12925,70.5,6.4,170400.0,10863,2.49,20088,43394,15.2,493,4426,56,282.93,105.9,27048.870000000003
480,Georgia,McDuffie County,13189,21875,7.1,26.0,13.6,53.1,57.2,1.4,2.2,56.3,87.1,1.3,2.4,70.1,11.5,1340,23.7,9319,65.0,9.5,93600.0,8283,2.58,17261,35414,19.5,459,6388,33,257.46,85.0,21370.14
481,Georgia,McIntosh County,13191,14333,5.5,21.5,17.3,51.2,61.5,1.2,1.6,60.8,87.7,1.4,2.3,75.1,15.0,1345,25.7,9220,74.7,3.8,103400.0,5687,2.43,20964,39075,16.6,214,1435,75,424.3,33.8,13819.410000000002
482,Georgia,Macon County,13193,14740,5.8,22.1,12.4,45.9,35.1,1.0,3.6,33.7,89.1,3.3,6.0,67.5,10.7,971,22.0,6136,64.9,9.3,69000.0,4735,2.71,12902,27950,33.0,194,2086,1,400.64,36.8,12831.85
483,Georgia,Madison County,13195,28120,6.1,24.4,13.3,50.6,87.6,1.2,4.1,85.7,90.5,2.6,3.8,72.9,12.9,2339,23.5,11784,76.8,2.9,128100.0,9430,2.92,18975,41343,17.8,378,2195,58,282.31,99.6,27535.6
484,Georgia,Marion County,13197,8742,6.5,24.0,13.9,50.8,60.1,1.6,6.5,58.3,90.4,4.4,7.6,80.2,6.8,885,26.4,4156,74.4,9.6,75900.0,3171,2.65,17729,31581,22.0,86,1260,17,366.0,23.9,8403.15
485,Georgia,Meriwether County,13199,21992,6.5,23.7,15.8,52.3,57.9,1.2,1.6,57.3,84.5,0.9,1.6,72.8,9.7,1571,29.7,9957,72.5,5.4,95600.0,8453,2.58,18295,37845,16.8,318,3278,29,501.22,43.9,21808.74
486,Georgia,Miller County,13201,6125,6.9,23.4,18.3,52.2,69.6,1.2,1.5,69.2,90.9,1.4,1.5,73.4,9.4,426,19.8,2791,69.9,3.4,80200.0,2577,2.29,19895,33196,18.2,129,1136,4,282.42,21.7,5901.33
487,Georgia,Mitchell County,13205,23498,7.4,24.8,13.1,48.1,47.9,1.0,4.4,46.4,90.3,2.3,4.2,66.0,9.6,1665,19.8,8996,65.4,11.3,76800.0,8170,2.7,16322,36198,22.2,386,6564,34,512.09,45.9,22059.0
488,Georgia,Monroe County,13207,26424,5.5,22.5,13.9,49.8,73.3,1.0,2.0,72.3,88.8,1.5,2.6,80.7,19.0,2120,27.8,10710,80.0,4.7,152400.0,9206,2.69,23656,48297,12.3,505,5490,110,395.66,66.8,24764.14
489,Georgia,Montgomery County,13209,9123,6.1,22.8,12.9,48.5,69.0,1.1,5.3,67.3,90.5,4.7,6.4,81.3,15.5,785,23.2,3921,71.3,6.7,80300.0,3294,2.48,17168,35182,18.2,125,1201,9,239.52,38.1,8169.12
490,Georgia,Morgan County,13211,17868,5.7,24.8,15.5,51.7,72.7,1.3,2.8,71.7,90.5,2.4,3.0,78.9,23.8,1571,25.3,7472,74.9,3.9,169400.0,6529,2.65,27732,45817,15.4,463,5291,33,347.35,51.4,17301.85
491,Georgia,Murray County,13213,39628,7.1,26.9,10.8,50.4,89.1,1.6,13.0,85.0,89.0,8.1,12.1,66.2,6.7,2466,23.8,15979,72.5,7.3,98300.0,14248,2.8,16925,38226,17.1,423,8335,31,344.47,115.0,39894.399999999994
492,Georgia,Muscogee County,13215,189885,7.4,25.6,11.6,52.1,46.3,3.0,6.4,43.7,73.9,4.9,9.1,83.8,21.6,21457,18.6,82690,56.4,29.0,131900.0,72124,2.39,22514,41331,18.2,4409,78925,339,216.39,877.5,172376.36000000002
493,Georgia,Newton County,13217,99958,7.6,28.9,9.8,52.4,53.8,2.1,4.6,52.0,82.9,5.9,6.3,83.4,19.4,7122,31.5,38342,76.0,8.7,148600.0,33536,2.84,21583,52361,12.7,1386,17082,58,272.16,367.3,95242.23999999999
494,Georgia,Oconee County,13219,32808,5.9,28.4,10.9,51.2,88.4,1.4,4.4,86.3,89.3,5.5,7.1,88.7,44.9,1989,21.7,12383,82.7,6.1,228700.0,11155,2.78,34271,74352,7.4,956,7815,74,184.29,178.0,31010.899999999998
495,Georgia,Oglethorpe County,13221,14899,5.9,23.9,14.2,50.4,78.3,1.9,3.7,76.7,95.9,2.0,4.6,75.7,11.7,991,26.2,6484,80.1,1.8,134400.0,4701,3.09,17572,39319,19.0,180,1075,0,439.01,33.9,14526.09
496,Georgia,Paulding County,13223,142324,7.9,30.3,7.2,51.1,77.7,2.3,5.1,75.0,84.7,4.0,5.5,85.9,20.8,9551,38.9,52130,81.6,7.5,149600.0,46440,2.89,23450,62348,8.2,1600,14094,265,312.22,455.8,134211.6
497,Georgia,Peach County,13225,27695,6.6,22.8,11.4,51.6,48.3,1.5,6.8,45.1,82.9,4.6,7.2,80.1,18.0,2127,22.6,11050,69.0,15.0,113900.0,9016,2.72,18681,41014,25.4,494,6257,78,150.27,184.3,24523.52
498,Georgia,Pickens County,13227,29431,5.9,22.6,16.3,50.9,95.7,1.2,2.8,94.5,86.1,3.1,4.4,79.3,22.0,2662,30.9,13692,80.4,7.2,170600.0,11268,2.56,25892,49945,11.6,666,5863,28,232.06,126.8,28846.08
499,Georgia,Pierce County,13229,18758,7.0,26.1,14.0,50.9,86.9,1.4,4.7,84.6,82.3,2.0,4.7,77.4,8.8,1744,22.6,7986,76.6,5.3,75400.0,6771,2.66,18283,37062,15.4,340,3073,34,316.49,59.3,18010.86
500,Georgia,Pike County,13231,17869,5.7,27.1,12.3,51.1,87.3,1.3,1.1,86.8,82.1,1.1,2.2,83.0,15.7,1368,31.7,6820,83.1,2.9,153300.0,5957,2.9,21051,53213,10.5,243,1648,17,216.09,82.7,17275.3
501,Georgia,Polk County,13233,41475,8.0,26.6,13.3,50.5,77.1,1.8,11.8,73.5,83.9,7.0,11.0,71.6,11.4,2860,26.9,16908,70.5,11.4,108300.0,14623,2.77,18214,38646,19.3,634,9756,94,310.33,133.6,40505.71
502,Georgia,Pulaski County,13235,12010,5.9,21.5,15.7,56.8,63.9,1.0,3.9,62.4,87.0,0.8,2.2,77.2,5.6,875,22.5,5151,72.3,7.7,79000.0,4188,2.47,16621,36262,11.6,194,1918,14,249.03,48.2,10344.36
503,Georgia,Putnam County,13237,21218,6.3,21.7,18.1,51.3,67.9,1.2,6.3,66.1,88.6,4.3,7.6,80.4,18.8,2032,26.7,12804,79.9,3.8,157600.0,8467,2.44,25576,41529,12.3,437,5119,35,344.64,61.6,20659.48
504,Georgia,Quitman County,13239,2513,5.3,20.5,22.0,52.2,51.3,0.4,1.4,50.3,82.0,0.4,1.7,66.5,7.4,234,19.7,2047,70.4,2.7,66700.0,1015,2.49,13642,28912,31.6,34,223,5,151.24,16.6,2527.3500000000004
505,Georgia,Rabun County,13241,16276,5.0,21.1,21.3,50.7,93.3,1.5,8.0,88.9,91.7,6.1,8.6,80.5,24.7,1723,21.3,12313,73.0,8.8,175700.0,7148,2.26,22471,34406,18.5,490,4237,65,369.99,44.0,16154.479999999998
506,Georgia,Randolph County,13243,7719,6.5,22.4,17.8,54.0,36.6,0.8,1.5,36.0,88.3,1.9,1.7,70.4,13.1,568,18.9,4153,65.0,4.3,64300.0,2952,2.5,17632,26194,28.0,143,1284,1,428.24,18.0,7380.0
507,Georgia,Richmond County,13245,200549,7.4,24.6,11.3,51.6,39.7,2.6,4.1,38.0,77.6,3.7,6.4,82.3,20.3,21044,19.5,86331,57.0,25.5,99300.0,74199,2.51,20604,37882,23.3,4364,81854,378,324.33,618.4,186239.49
508,Georgia,Rockdale County,13247,85215,6.8,26.9,10.6,52.4,44.8,2.1,9.5,40.9,81.7,11.6,11.8,84.8,23.6,6665,32.6,33272,68.9,20.8,169900.0,28561,2.89,24367,55779,12.3,2079,28387,40,129.79,656.5,82541.29000000001
509,Georgia,Schley County,13249,5010,6.3,30.0,13.1,52.0,73.0,1.0,3.2,72.1,90.1,3.2,8.4,71.4,8.7,275,30.9,2208,66.4,7.8,91300.0,1690,2.81,16122,35096,19.2,65,1033,0,166.91,30.0,4748.9
510,Georgia,Screven County,13251,14593,6.8,25.3,14.9,51.2,54.6,1.1,1.2,54.1,85.9,0.8,1.0,74.7,11.4,1060,28.5,6739,77.4,7.0,76800.0,4709,3.01,16189,32155,20.4,243,2681,7,645.1,22.6,14174.089999999998
511,Georgia,Seminole County,13253,8729,5.7,23.0,19.0,52.6,64.1,1.0,2.3,63.2,91.8,1.3,1.5,77.0,10.3,571,23.8,4797,78.5,2.8,72900.0,3147,2.75,19263,32666,25.4,184,1554,53,235.23,37.1,8654.25
512,Georgia,Spalding County,13255,64073,7.2,25.3,13.3,51.5,62.7,1.6,3.8,60.8,81.6,3.0,4.6,74.8,13.6,5163,28.2,26777,64.6,15.8,124400.0,23105,2.71,19607,41100,21.2,1186,16997,118,196.47,326.1,62614.549999999996
513,Georgia,Stephens County,13257,26175,6.2,22.7,16.6,52.1,85.1,2.0,2.4,84.1,86.9,2.9,3.8,74.8,13.3,2017,21.2,12662,72.0,8.3,108100.0,9307,2.67,18285,34938,18.8,577,8323,2,179.13,146.1,24849.69
514,Georgia,Stewart County,13259,6058,4.5,15.7,14.2,39.2,28.0,1.0,24.0,27.3,94.2,0.4,1.1,70.4,11.0,325,29.0,2383,68.9,4.8,49500.0,2248,2.53,15612,30954,24.2,72,795,1,458.73,13.2,5687.44
515,Georgia,Sumter County,13261,32819,7.2,25.3,12.6,52.4,42.2,1.2,5.2,40.9,84.8,3.9,6.2,75.4,18.9,1800,18.0,13909,63.0,19.6,86300.0,11508,2.77,17436,32430,26.9,691,9008,19,482.7,68.0,31877.16
516,Georgia,Talbot County,13263,6865,5.3,21.3,16.3,52.7,39.0,1.0,1.3,38.4,92.3,0.2,2.1,78.7,10.9,561,28.4,3399,79.6,5.8,85900.0,2682,2.58,18007,33873,23.5,62,547,6,391.39,17.5,6919.56
517,Georgia,Taliaferro County,13265,1717,5.6,18.8,20.5,51.0,37.3,1.4,2.0,36.4,84.1,2.6,3.1,58.4,6.8,143,30.3,1015,71.0,4.7,67200.0,741,2.74,13955,22188,34.4,22,0,2,194.61,8.8,2030.3400000000001
518,Georgia,Tattnall County,13267,25520,5.9,21.2,11.6,41.8,62.7,1.3,9.8,59.5,80.6,6.4,11.1,74.0,11.9,2022,24.8,9966,68.1,5.8,80700.0,7750,2.8,16742,38522,21.4,307,2698,21,479.4,53.2,21700.0
519,Georgia,Taylor County,13269,8906,6.1,24.5,14.9,51.7,58.5,0.8,1.8,57.5,85.0,1.1,1.3,63.5,7.4,573,25.9,4563,74.2,6.5,61500.0,3430,2.44,14693,25237,33.1,126,1097,10,376.69,23.6,8369.199999999999
520,Georgia,Telfair County,13271,16500,5.7,20.1,13.6,42.7,57.0,1.7,12.3,51.1,93.5,12.2,12.0,68.9,8.1,766,22.0,7297,61.6,8.9,58900.0,5681,2.3,13420,23876,31.3,216,3868,0,437.3,37.7,13066.3
521,Georgia,Terrell County,13273,9315,7.2,24.7,14.9,51.9,36.6,0.9,1.7,36.1,88.2,2.5,3.7,65.8,9.9,649,20.2,4080,60.6,11.6,75100.0,3457,2.6,15553,27909,31.0,179,1601,14,335.44,27.8,8988.2
522,Georgia,Thomas County,13275,44720,6.8,24.9,15.1,52.6,59.6,1.2,2.9,58.3,86.0,2.1,3.2,81.4,19.6,3493,19.9,20177,61.8,11.8,137200.0,17399,2.5,21261,35797,22.8,1089,15857,72,544.6,82.1,43497.5
523,Georgia,Tift County,13277,40118,7.4,25.8,12.8,52.1,61.4,1.6,10.1,58.7,82.5,6.5,11.9,75.9,16.3,2772,16.2,16434,64.9,15.1,109500.0,14442,2.68,18394,36847,22.8,1088,15955,47,258.92,154.9,38704.560000000005
524,Georgia,Toombs County,13279,27223,8.2,28.0,13.7,52.5,65.1,1.5,11.2,62.0,90.7,6.1,11.8,80.1,14.3,2225,21.7,12144,62.6,13.4,86000.0,10077,2.64,17974,31635,25.7,716,9358,21,364.01,74.8,26603.280000000002
525,Georgia,Towns County,13281,10471,3.7,15.7,29.2,52.3,97.7,0.6,2.0,96.5,89.8,2.0,3.3,86.5,20.8,1398,24.0,7731,86.5,2.3,194600.0,4758,2.0,21527,39540,9.3,335,2859,59,166.56,62.9,9516.0
526,Georgia,Treutlen County,13283,6885,7.2,24.9,13.7,49.9,65.2,1.0,1.5,64.9,90.1,0.7,2.7,73.0,9.9,378,22.3,2992,65.2,5.8,69000.0,2496,2.59,16710,36467,24.7,92,754,6,199.44,34.5,6464.639999999999
